stichdatum;plz;geschlecht;vorname;anzahl;rang;ortbez18
2018-11-01;4303;w;Monika;33;4;Kaiseraugst
2018-11-01;4304;w;Sarah;8;5;Giebenach
2018-11-01;4304;m;Hans;12;3;Giebenach
2018-11-01;4304;m;Thomas;12;3;Giebenach
2018-11-01;4305;m;Peter;10;1;Olsberg
2018-11-01;4305;m;Stefan;6;2;Olsberg
2018-11-01;4310;w;Sandra;78;5;Rheinfelden
2018-11-01;4310;m;Peter;156;1;Rheinfelden
2018-11-01;4312;w;Claudia;27;2;Magden
2018-11-01;4312;m;Daniel;44;4;Magden
2018-11-01;4312;m;Martin;34;5;Magden
2018-11-01;4313;w;Sandra;77;3;Möhlin
2018-11-01;4313;m;Peter;129;1;Möhlin
2018-11-01;4315;w;Silvia;8;1;Zuzgen
2018-11-01;4315;w;Sara;6;5;Zuzgen
2018-11-01;4316;m;Daniel;10;3;Hellikon
2018-11-01;4317;m;Andreas;13;4;Wegenstetten
2018-11-01;4322;w;Silvia;13;2;Mumpf
2018-11-01;4322;w;Sandra;13;2;Mumpf
2018-11-01;4322;m;Markus;23;1;Mumpf
2018-11-01;4322;m;Christian;17;5;Mumpf
2018-11-01;4323;w;Brigitte;18;1;Wallbach
2018-11-01;4323;w;Sandra;18;1;Wallbach
2018-11-01;4324;m;Michael;12;4;Obermumpf
2018-11-01;4324;m;Stefan;12;4;Obermumpf
2018-11-01;4325;w;Anita;8;3;Schupfart
2018-11-01;4325;w;Elisabeth;8;3;Schupfart
2018-11-01;4332;w;Maria;33;1;Stein AG
2018-11-01;4332;m;Markus;29;3;Stein AG
2018-11-01;4332;m;Michael;28;5;Stein AG
2018-11-01;4333;w;Jacqueline;9;1;Münchwilen AG
2018-11-01;4333;w;Karin;7;4;Münchwilen AG
2018-11-01;4333;m;Thomas;12;1;Münchwilen AG
2018-11-01;4333;m;Andreas;10;3;Münchwilen AG
2018-11-01;4333;m;Michael;9;5;Münchwilen AG
2018-11-01;4334;w;Barbara;13;2;Sisseln AG
2018-11-01;4334;m;Peter;24;1;Sisseln AG
2018-11-01;4334;m;Daniel;18;2;Sisseln AG
2018-11-01;4402;w;Maria;61;1;Frenkendorf
2018-11-01;4402;w;Nicole;40;2;Frenkendorf
2018-11-01;4402;m;Peter;65;2;Frenkendorf
2018-11-01;4402;m;Christian;47;4;Frenkendorf
2018-11-01;4402;m;Stefan;44;5;Frenkendorf
2018-11-01;4410;m;Peter;175;1;Liestal
2018-11-01;4410;m;Martin;118;4;Liestal
2018-11-01;4411;w;Erika;11;3;Seltisberg
2018-11-01;4411;m;Daniel;20;1;Seltisberg
2018-11-01;4412;w;Christine;11;2;Nuglar
2018-11-01;4412;w;Sandra;9;3;Nuglar
2018-11-01;4412;w;Marianne;8;5;Nuglar
2018-11-01;4412;m;Andreas;16;3;Nuglar
2018-11-01;4413;m;Martin;10;3;Büren SO
2018-11-01;4414;w;Ruth;34;2;Füllinsdorf
2018-11-01;4415;w;Daniela;38;1;Lausen
2018-11-01;4415;w;Ursula;34;3;Lausen
2018-11-01;3095;w;Brigitte;27;5;Spiegel b. Bern
2018-11-01;3097;w;Ursula;54;4;Liebefeld
2018-11-01;3097;m;Daniel;75;5;Liebefeld
2018-11-01;3098;w;Maria;93;4;Köniz/Schliern b. Köniz
2018-11-01;3098;m;Peter;124;2;Köniz/Schliern b. Köniz
2018-11-01;3099;m;Hans;7;2;Rüti b. Riggisberg
2018-11-01;3110;m;Markus;123;4;Münsingen
2018-11-01;3112;w;Verena;7;3;Allmendingen b. BE
2018-11-01;3112;w;Elisabeth;7;3;Allmendingen b. BE
2018-11-01;3112;m;Thomas;10;3;Allmendingen b. BE
2018-11-01;3113;w;Barbara;34;2;Rubigen
2018-11-01;3114;m;Daniel;64;2;Wichtrach
2018-11-01;3115;w;Sandra;12;1;Gerzensee
2018-11-01;3115;w;Stefanie;9;5;Gerzensee
2018-11-01;3115;w;Claudia;9;5;Gerzensee
2018-11-01;3115;m;Michael;20;1;Gerzensee
2018-11-01;3115;m;Andreas;19;2;Gerzensee
2018-11-01;3115;m;Hans;15;5;Gerzensee
2018-11-01;3122;w;Ursula;26;3;Kehrsatz
2018-11-01;3123;w;Ursula;101;2;Belp
2018-11-01;3123;m;Martin;119;4;Belp
2018-11-01;3123;m;Thomas;110;5;Belp
2018-11-01;3124;w;n/a;4;2;Belpberg
2018-11-01;3124;m;Ernst;9;1;Belpberg
2018-11-01;3124;m;Hans;6;3;Belpberg
2018-11-01;3125;w;Ursula;28;2;Toffen
2018-11-01;3125;w;Andrea;22;5;Toffen
2018-11-01;3126;w;Karin;15;2;Kaufdorf/Gelterfingen
2018-11-01;3126;w;Barbara;13;3;Kaufdorf/Gelterfingen
2018-11-01;3126;w;Ruth;12;4;Kaufdorf/Gelterfingen
2018-11-01;3127;w;Elisabeth;16;5;Mühlethurnen/Lohnstorf
2018-11-01;3127;m;Beat;27;1;Mühlethurnen/Lohnstorf
2018-11-01;3127;m;Hans;22;4;Mühlethurnen/Lohnstorf
2018-11-01;3128;w;Margrit;10;1;Kirchenthurnen/Rümligen
2018-11-01;3128;m;Christian;9;3;Kirchenthurnen/Rümligen
2018-11-01;3132;w;Ursula;32;1;Riggisberg
2018-11-01;3132;m;Hans;44;1;Riggisberg
2018-11-01;3145;w;Monika;27;3;Niederscherli
2018-11-01;3145;w;Marianne;23;4;Niederscherli
2018-11-01;3145;m;Daniel;45;1;Niederscherli
2018-11-01;3147;w;Ruth;10;1;Mittelhäusern
2018-11-01;3147;m;Markus;15;1;Mittelhäusern
2018-11-01;3148;m;Peter;19;1;Lanzenhäusern
2018-11-01;3150;m;Hans;88;1;Schwarzenburg
2018-11-01;3150;m;Walter;51;5;Schwarzenburg
2018-11-01;3152;w;Margrit;12;1;Mamishaus
2018-11-01;3153;w;Margrit;8;2;Rüschegg Gambach
2018-11-01;3153;m;Daniel;9;3;Rüschegg Gambach
2018-11-01;3154;m;Fritz;18;3;Rüschegg Heubach
2018-11-01;3154;m;Beat;18;3;Rüschegg Heubach
2018-11-01;3155;m;Thomas;7;3;Helgisried
2018-11-01;3156;m;Peter;7;2;Riffenmatt
2018-11-01;3157;m;Hans;6;1;Milken
2018-11-01;3158;w;Elisabeth;14;1;Guggisberg
2018-11-01;3158;w;Margrit;7;3;Guggisberg
2018-11-01;3158;m;Thomas;12;3;Guggisberg
2018-11-01;3159;w;n/a;3;5;Riedstätt
2018-11-01;3159;m;n/a;4;5;Riedstätt
2018-11-01;3172;w;Maria;29;1;Niederwangen BE
2018-11-01;3173;w;Ursula;13;3;Oberwangen b. Bern
2018-11-01;3173;m;Peter;24;1;Oberwangen b. Bern
2018-11-01;3173;m;Thomas;15;4;Oberwangen b. Bern
2018-11-01;3173;m;Martin;15;4;Oberwangen b. Bern
2018-11-01;3174;w;Ursula;18;3;Thörishaus
2018-11-01;3174;m;Peter;30;3;Thörishaus
2018-11-01;3175;w;Maria;19;1;Flamatt
2018-11-01;3175;m;Hans;23;1;Flamatt
2018-11-01;3176;w;Ursula;39;3;Neuenegg
2018-11-01;3176;w;Barbara;33;5;Neuenegg
2018-11-01;3176;m;Martin;56;2;Neuenegg
2018-11-01;3177;w;Ursula;36;1;Laupen BE
2018-11-01;3177;w;Margrit;31;3;Laupen BE
2018-11-01;3177;w;Sandra;28;4;Laupen BE
2018-11-01;3177;w;Karin;27;5;Laupen BE
2018-11-01;3177;m;Peter;50;1;Laupen BE
2018-11-01;3178;m;Daniel;41;2;Bösingen
2018-11-01;3179;m;Daniel;7;4;Kriechenwil
2018-11-01;3182;w;Andrea;20;2;Ueberstorf
2018-11-01;3182;w;Ursula;20;2;Ueberstorf
2018-11-01;3182;w;Barbara;19;4;Ueberstorf
2018-11-01;3183;m;Peter;9;1;Albligen
2018-11-01;3184;w;Elisabeth;25;1;Wünnewil
2018-11-01;3185;w;Sandra;35;1;Schmitten FR
2018-11-01;3185;w;Elisabeth;24;3;Schmitten FR
2018-11-01;3186;w;Sandra;45;3;Düdingen
2018-11-01;3186;m;Thomas;80;2;Düdingen
2018-11-01;3202;w;Ruth;12;3;Frauenkappelen
2018-11-01;3202;w;Cornelia;10;4;Frauenkappelen
2018-11-01;3203;w;Elisabeth;14;1;Mühleberg
2018-11-01;3203;w;Ruth;11;5;Mühleberg
2018-11-01;3203;m;Hans;15;4;Mühleberg
2018-11-01;3203;m;Markus;13;5;Mühleberg
2018-11-01;3204;w;Margrit;13;2;Rosshäusern
2018-11-01;3204;m;Daniel;16;3;Rosshäusern
2018-11-01;3205;m;Christian;15;3;Gümmenen
2018-11-01;3205;m;Stefan;13;5;Gümmenen
2018-11-01;3205;m;Adrian;13;5;Gümmenen
2018-11-01;3205;m;Martin;13;5;Gümmenen
2018-11-01;3206;w;Barbara;13;1;Rizenbach/Wallenbuch/Biberen/Gammen/Ferenbalm
2018-11-01;3206;w;Sandra;11;2;Rizenbach/Wallenbuch/Biberen/Gammen/Ferenbalm
2018-11-01;3207;w;Rosmarie;6;5;Golaten/Wileroltigen
2018-11-01;3207;w;Heidi;6;5;Golaten/Wileroltigen
2018-11-01;3207;m;Peter;9;2;Golaten/Wileroltigen
2018-11-01;3207;m;Daniel;8;5;Golaten/Wileroltigen
2018-11-01;3207;m;Michael;8;5;Golaten/Wileroltigen
2018-11-01;3210;w;Ursula;33;4;Kerzers
2018-11-01;3212;w;Monika;14;2;Gurmels/Kleingurmels
2018-11-01;3212;w;Claudia;13;3;Gurmels/Kleingurmels
2018-11-01;3212;w;Elisabeth;13;3;Gurmels/Kleingurmels
2018-11-01;3212;m;Thomas;21;2;Gurmels/Kleingurmels
2018-11-01;3213;w;Monika;11;3;Liebistorf/Kleinbösingen
2018-11-01;3213;w;Silvia;11;3;Liebistorf/Kleinbösingen
2018-11-01;3214;w;n/a;4;4;Ulmiz
2018-11-01;3214;m;Daniel;9;1;Ulmiz
2018-11-01;3214;m;Andreas;8;2;Ulmiz
2018-11-01;3215;m;Markus;11;2;Gempenach/Lurtigen/Büchslen
2018-11-01;3216;w;Maria;11;2;Ried b. Kerzers/Agriswil
2018-11-01;3216;w;Marianne;8;4;Ried b. Kerzers/Agriswil
2018-11-01;3225;m;Martin;18;2;Müntschemier
2018-11-01;3226;w;Daniela;7;1;Treiten
2018-11-01;3226;w;Verena;6;2;Treiten
2018-11-01;3226;m;Markus;7;2;Treiten
2018-11-01;3226;m;Thomas;7;2;Treiten
2018-11-01;3232;w;Barbara;42;1;Ins
2018-11-01;3232;m;Martin;48;2;Ins
2018-11-01;3234;w;Heidi;7;5;Vinelz
2018-11-01;3234;m;Peter;15;1;Vinelz
2018-11-01;3235;w;Christine;14;1;Erlach
2018-11-01;3235;w;Elisabeth;14;1;Erlach
2018-11-01;3235;m;Hans;15;4;Erlach
2018-11-01;3237;w;Andrea;8;1;Brüttelen
2018-11-01;3237;w;Susanne;6;2;Brüttelen
2018-11-01;3237;m;Stefan;11;1;Brüttelen
2018-11-01;3237;m;Hans;11;1;Brüttelen
2018-11-01;3237;m;Thomas;10;5;Brüttelen
2018-11-01;3238;w;Sandra;6;2;Gals
2018-11-01;3250;w;Ursula;101;3;Lyss
2018-11-01;3250;w;Monika;90;4;Lyss
2018-11-01;3250;w;Andrea;88;5;Lyss
2018-11-01;3250;m;Peter;153;2;Lyss
2018-11-01;3250;m;Michael;124;3;Lyss
2018-11-01;3251;m;Thomas;17;1;Wengi b. Büren/Ruppoldsried
2018-11-01;3251;m;Stefan;12;4;Wengi b. Büren/Ruppoldsried
2018-11-01;3252;w;Maria;17;5;Worben
2018-11-01;3252;w;Beatrice;17;5;Worben
2018-11-01;3253;w;Heidi;11;2;Schnottwil
2018-11-01;3253;m;Marc;15;3;Schnottwil
2018-11-01;3254;w;Marianne;13;1;Balm b. Messen/Messen
2018-11-01;3254;w;Brigitte;12;2;Balm b. Messen/Messen
2018-11-01;3254;w;Elisabeth;11;3;Balm b. Messen/Messen
2018-11-01;3254;m;Andreas;17;3;Balm b. Messen/Messen
2018-11-01;3254;m;Thomas;16;4;Balm b. Messen/Messen
2018-11-01;3255;w;Elisabeth;13;2;Rapperswil BE
2018-11-01;3255;w;Marianne;11;4;Rapperswil BE
2018-11-01;3255;m;Thomas;17;3;Rapperswil BE
2018-11-01;3256;w;Franziska;9;3;Dieterswil/Bangerten/Seewil
2018-11-01;3256;m;Daniel;12;3;Dieterswil/Bangerten/Seewil
2018-11-01;3257;w;Elisabeth;31;1;Grossaffoltern/Ammerzwil BE
2018-11-01;3257;w;Ursula;26;3;Grossaffoltern/Ammerzwil BE
2018-11-01;3257;w;Daniela;24;4;Grossaffoltern/Ammerzwil BE
2018-11-01;3257;m;Andreas;27;5;Grossaffoltern/Ammerzwil BE
2018-11-01;3262;m;Andreas;8;5;Suberg
2018-11-01;3263;w;Christine;10;2;Büetigen
2018-11-01;3263;w;Daniela;9;3;Büetigen
2018-11-01;3263;m;Thomas;13;1;Büetigen
2018-11-01;3264;w;Daniela;9;1;Diessbach b. Büren
2018-11-01;3264;m;Simon;11;2;Diessbach b. Büren
2018-11-01;3266;w;Brigitte;9;2;Wiler b. Seedorf
2018-11-01;3266;w;Erika;7;4;Wiler b. Seedorf
2018-11-01;3266;w;Monika;6;5;Wiler b. Seedorf
2018-11-01;3266;m;Markus;10;3;Wiler b. Seedorf
2018-11-01;3266;m;Hans;8;5;Wiler b. Seedorf
2018-11-01;3267;w;Monika;21;3;Seedorf BE
2018-11-01;3267;m;Peter;24;2;Seedorf BE
2018-11-01;3267;m;Stefan;22;5;Seedorf BE
2018-11-01;3268;w;Verena;7;3;Lobsigen
2018-11-01;3268;m;Hans;12;1;Lobsigen
2018-11-01;3268;m;Markus;8;5;Lobsigen
2018-11-01;3270;w;Christine;37;3;Aarberg
2018-11-01;3270;m;Hans;62;2;Aarberg
2018-11-01;3271;m;Andreas;9;1;Radelfingen
2018-11-01;4417;w;Andrea;18;1;Ziefen
2018-11-01;4418;w;Sandra;12;3;Reigoldswil
2018-11-01;4418;w;Karin;10;5;Reigoldswil
2018-11-01;4418;w;Nicole;10;5;Reigoldswil
2018-11-01;4419;w;Doris;11;4;Lupsingen
2018-11-01;4419;w;Ruth;11;4;Lupsingen
2018-11-01;4421;w;n/a;5;3;St. Pantaleon
2018-11-01;4421;w;n/a;4;4;St. Pantaleon
2018-11-01;4423;w;Christine;7;1;Hersberg
2018-11-01;4423;m;Daniel;7;2;Hersberg
2018-11-01;4424;m;Hans;6;5;Arboldswil
2018-11-01;4425;w;n/a;5;3;Titterten
2018-11-01;4425;m;Lukas;6;1;Titterten
2018-11-01;4425;m;n/a;5;5;Titterten
2018-11-01;4426;m;Ernst;6;3;Lauwil
2018-11-01;4431;w;Daniela;7;2;Bennwil
2018-11-01;4431;m;Daniel;13;1;Bennwil
2018-11-01;4431;m;Hans;8;5;Bennwil
2018-11-01;4432;w;Beatrice;6;3;Lampenberg
2018-11-01;4433;w;Elena;6;4;Ramlinsburg
2018-11-01;4433;m;Patrick;8;5;Ramlinsburg
2018-11-01;4434;w;Sandra;20;2;Hölstein
2018-11-01;4434;w;Marianne;18;3;Hölstein
2018-11-01;4434;m;Christian;26;4;Hölstein
2018-11-01;4435;w;Erika;14;1;Niederdorf
2018-11-01;4435;w;Beatrice;13;2;Niederdorf
2018-11-01;4435;w;Verena;11;5;Niederdorf
2018-11-01;4435;m;Andreas;23;1;Niederdorf
2018-11-01;4436;w;Monika;25;1;Oberdorf BL/Liedertswil
2018-11-01;4436;m;Thomas;29;3;Oberdorf BL/Liedertswil
2018-11-01;4437;w;Monika;8;4;Waldenburg
2018-11-01;4437;w;Anna;8;4;Waldenburg
2018-11-01;4437;m;Hans;14;3;Waldenburg
2018-11-01;4437;m;Peter;14;3;Waldenburg
2018-11-01;4438;w;Franziska;10;1;Langenbruck
2018-11-01;4438;w;Marianne;8;5;Langenbruck
2018-11-01;4438;w;Christine;8;5;Langenbruck
2018-11-01;4438;m;Markus;12;4;Langenbruck
2018-11-01;4441;w;Ursula;11;4;Thürnen
2018-11-01;4441;m;Thomas;16;3;Thürnen
2018-11-01;4442;w;Claudia;11;1;Diepflingen
2018-11-01;4443;m;Roland;7;2;Wittinsburg
2018-11-01;4444;m;n/a;5;3;Rümlingen
2018-11-01;4445;w;n/a;3;2;Häfelfingen
2018-11-01;4445;m;Hans;6;1;Häfelfingen
2018-11-01;4446;w;n/a;5;5;Buckten
2018-11-01;4446;m;Peter;10;1;Buckten
2018-11-01;4446;m;Beat;9;2;Buckten
2018-11-01;4447;w;Monika;6;1;Känerkinden
2018-11-01;4447;m;Stefan;11;1;Känerkinden
2018-11-01;4448;w;Ruth;15;3;Läufelfingen
2018-11-01;4448;w;Ursula;12;4;Läufelfingen
2018-11-01;4448;m;Daniel;25;1;Läufelfingen
2018-11-01;4448;m;Peter;21;2;Läufelfingen
2018-11-01;4448;m;Hans;20;3;Läufelfingen
2018-11-01;4450;m;Thomas;92;2;Sissach
2018-11-01;4451;w;Susanne;15;1;Wintersingen
2018-11-01;4451;w;Esther;11;2;Wintersingen
2018-11-01;4451;m;Thomas;9;5;Wintersingen
2018-11-01;4452;w;Susanne;14;4;Itingen
2018-11-01;4452;m;Thomas;27;1;Itingen
2018-11-01;4452;m;Peter;26;2;Itingen
2018-11-01;4453;w;Sandra;6;3;Nusshof
2018-11-01;4453;m;Fritz;15;1;Nusshof
2018-11-01;4453;m;Peter;11;2;Nusshof
2018-11-01;4453;m;Roger;6;4;Nusshof
2018-11-01;4455;w;Nicole;27;1;Zunzgen
2018-11-01;4455;w;Maria;21;3;Zunzgen
2018-11-01;4455;m;Michael;28;3;Zunzgen
2018-11-01;4455;m;Daniel;27;4;Zunzgen
2018-11-01;4456;w;Erika;10;2;Tenniken
2018-11-01;4457;w;Brigitte;15;3;Diegten
2018-11-01;4457;m;Peter;31;1;Diegten
2018-11-01;4457;m;Daniel;21;4;Diegten
2018-11-01;4458;m;Thomas;11;1;Eptingen
2018-11-01;4458;m;Heinz;8;2;Eptingen
2018-11-01;4460;w;Barbara;40;4;Gelterkinden
2018-11-01;4460;m;Peter;89;1;Gelterkinden
2018-11-01;4461;w;Verena;7;4;Böckten
2018-11-01;4461;w;Anna;7;4;Böckten
2018-11-01;4461;m;Daniel;12;2;Böckten
2018-11-01;4461;m;Roger;8;4;Böckten
2018-11-01;4462;w;Sandra;6;1;Rickenbach BL
2018-11-01;4462;m;Michael;6;5;Rickenbach BL
2018-11-01;4462;m;Thomas;6;5;Rickenbach BL
2018-11-01;4463;w;Andrea;7;3;Buus
2018-11-01;4463;m;Andreas;21;2;Buus
2018-11-01;4464;m;Werner;10;5;Maisprach
2018-11-01;4465;w;n/a;5;2;Hemmiken
2018-11-01;4466;w;Ruth;34;1;Ormalingen
2018-11-01;4466;w;Anna;17;3;Ormalingen
2018-11-01;4466;w;Elisabeth;17;3;Ormalingen
2018-11-01;4467;w;Sarah;11;1;Rothenfluh
2018-11-01;4467;w;Elisabeth;7;3;Rothenfluh
2018-11-01;4467;w;Monika;6;5;Rothenfluh
2018-11-01;4467;w;Heidi;6;5;Rothenfluh
2018-11-01;4467;m;Thomas;11;1;Rothenfluh
2018-11-01;4467;m;Michael;7;5;Rothenfluh
2018-11-01;4467;m;Beat;7;5;Rothenfluh
2018-11-01;4469;m;Peter;13;1;Anwil
2018-11-01;4469;m;Daniel;10;2;Anwil
2018-11-01;4469;m;Marcel;6;4;Anwil
2018-11-01;4469;m;Pascal;6;4;Anwil
2018-11-01;4492;w;Ruth;9;1;Tecknau
2018-11-01;4492;w;Stefanie;6;4;Tecknau
2018-11-01;4492;w;Maria;6;4;Tecknau
2018-11-01;4492;m;Daniel;9;3;Tecknau
2018-11-01;4492;m;Peter;9;3;Tecknau
2018-11-01;4493;w;Susanne;10;2;Wenslingen
2018-11-01;4493;w;Elisabeth;7;3;Wenslingen
2018-11-01;4493;w;Jacqueline;6;5;Wenslingen
2018-11-01;4493;w;Ursula;6;5;Wenslingen
2018-11-01;4493;m;Max;11;2;Wenslingen
2018-11-01;4495;m;Daniel;7;4;Zeglingen
2018-11-01;4496;w;n/a;5;1;Kilchberg BL
2018-11-01;4496;m;Martin;6;1;Kilchberg BL
2018-11-01;4496;m;n/a;4;3;Kilchberg BL
2018-11-01;4496;m;n/a;3;5;Kilchberg BL
2018-11-01;4497;w;Manuela;12;1;Rünenberg
2018-11-01;4497;w;Ruth;7;5;Rünenberg
2018-11-01;4497;w;Doris;7;5;Rünenberg
2018-11-01;4497;m;Heinz;11;1;Rünenberg
2018-11-01;4497;m;Roger;10;4;Rünenberg
2018-11-01;4512;m;Daniel;50;2;Bellach
2018-11-01;4512;m;Urs;36;4;Bellach
2018-11-01;4513;w;Ruth;27;4;Langendorf
2018-11-01;4513;m;Thomas;45;2;Langendorf
2018-11-01;4514;m;Urs;20;3;Lommiswil
2018-11-01;4515;w;Marianne;14;4;Oberdorf SO/Weissenstein
2018-11-01;4515;w;Andrea;14;4;Oberdorf SO/Weissenstein
2018-11-01;4515;m;Martin;22;1;Oberdorf SO/Weissenstein
2018-11-01;4515;m;Thomas;19;4;Oberdorf SO/Weissenstein
2018-11-01;4522;w;Barbara;11;3;Rüttenen
2018-11-01;4522;m;Markus;15;4;Rüttenen
2018-11-01;4523;m;Martin;8;1;Niederwil SO
2018-11-01;4524;w;Anna;10;1;Günsberg/Oberbalmberg/Balmberg
2018-11-01;4524;w;Ruth;9;2;Günsberg/Oberbalmberg/Balmberg
2018-11-01;4525;m;Urs;9;1;Balm b. Günsberg
2018-11-01;4528;w;Daniela;47;3;Zuchwil
2018-11-01;4528;m;Martin;54;4;Zuchwil
2018-11-01;4532;w;Barbara;10;2;Feldbrunnen
2018-11-01;4532;m;Urs;14;3;Feldbrunnen
2018-11-01;4534;w;Marianne;10;4;Flumenthal
2018-11-01;4535;w;Anita;7;2;Hubersdorf/Kammersrohr
2018-11-01;4535;m;Peter;17;1;Hubersdorf/Kammersrohr
2018-11-01;4535;m;Martin;12;3;Hubersdorf/Kammersrohr
2018-11-01;4535;m;Thomas;9;4;Hubersdorf/Kammersrohr
2018-11-01;4536;w;Monika;15;1;Attiswil
2018-11-01;4536;w;Susanne;14;2;Attiswil
2018-11-01;4537;m;Martin;23;5;Wiedlisbach
2018-11-01;4539;m;Christian;9;4;Rumisberg/Farnern
2018-11-01;4542;w;Maria;26;3;Luterbach
2018-11-01;4542;w;Doris;25;5;Luterbach
2018-11-01;4542;m;Urs;37;3;Luterbach
2018-11-01;4543;w;Silvia;17;3;Deitingen
2018-11-01;4552;w;Silvia;40;5;Derendingen
2018-11-01;4552;m;Martin;51;4;Derendingen
2018-11-01;4552;m;Markus;51;4;Derendingen
2018-11-01;4553;w;Heidi;25;1;Subingen
2018-11-01;4554;m;Peter;17;2;Etziken/Hüniken
2018-11-01;4554;m;Christian;12;5;Etziken/Hüniken
2018-11-01;4556;m;Peter;28;2;Aeschi SO/Steinhof SO/Burgäschi/Bolken
2018-11-01;4557;w;Susanne;9;1;Horriwil
2018-11-01;4557;w;Heidi;8;2;Horriwil
2018-11-01;4557;w;Anna;8;2;Horriwil
2018-11-01;4557;m;Peter;11;3;Horriwil
2018-11-01;4558;m;Thomas;13;1;Hersiwil/Winistorf/Heinrichswil
2018-11-01;4558;m;Beat;10;4;Hersiwil/Winistorf/Heinrichswil
2018-11-01;4558;m;Urs;10;4;Hersiwil/Winistorf/Heinrichswil
2018-11-01;4563;w;Ruth;34;2;Gerlafingen
2018-11-01;4563;w;Andrea;25;4;Gerlafingen
2018-11-01;4564;w;Maria;16;1;Obergerlafingen/Zielebach
2018-11-01;4564;m;Beat;18;5;Obergerlafingen/Zielebach
2018-11-01;4565;w;Karin;18;3;Recherswil
2018-11-01;4565;w;Susanne;14;5;Recherswil
2018-11-01;4566;w;Karin;23;5;Kriegstetten/Halten/Oekingen
2018-11-01;4566;m;Urs;37;4;Kriegstetten/Halten/Oekingen
2018-11-01;4571;w;Elisabeth;10;1;Ichertswil/Lüterkofen
2018-11-01;4571;w;Sandra;10;1;Ichertswil/Lüterkofen
2018-11-01;4571;w;Verena;7;4;Ichertswil/Lüterkofen
2018-11-01;4571;w;Barbara;7;4;Ichertswil/Lüterkofen
2018-11-01;4571;m;Michael;19;1;Ichertswil/Lüterkofen
2018-11-01;4571;m;Urs;12;3;Ichertswil/Lüterkofen
2018-11-01;4573;m;Stefan;29;4;Lohn-Ammannsegg
2018-11-01;4574;w;Sandra;10;1;Lüsslingen/Nennigkofen
2018-11-01;4574;w;Ursula;9;3;Lüsslingen/Nennigkofen
2018-11-01;4574;m;Thomas;14;2;Lüsslingen/Nennigkofen
2018-11-01;4574;m;Stefan;11;5;Lüsslingen/Nennigkofen
2018-11-01;4576;m;n/a;3;3;Tscheppach
2018-11-01;4577;m;n/a;5;2;Hessigkofen
2018-11-01;4577;m;n/a;4;4;Hessigkofen
2018-11-01;4578;w;n/a;4;1;Bibern SO
2018-11-01;4578;w;n/a;3;3;Bibern SO
2018-11-01;4581;w;n/a;5;1;Küttigkofen
2018-11-01;4581;m;n/a;4;3;Küttigkofen
2018-11-01;4582;w;n/a;2;4;Brügglen
2018-11-01;4583;w;Anna;6;4;Mühledorf SO/Aetigkofen
2018-11-01;4583;w;Christine;6;4;Mühledorf SO/Aetigkofen
2018-11-01;4583;m;Stefan;9;1;Mühledorf SO/Aetigkofen
2018-11-01;4583;m;Peter;6;3;Mühledorf SO/Aetigkofen
2018-11-01;4583;m;Fritz;6;3;Mühledorf SO/Aetigkofen
2018-11-01;4584;m;Peter;6;3;Gächliwil/Lüterswil
2018-11-01;4585;w;n/a;4;2;Biezwil
2018-11-01;4586;m;n/a;5;5;Kyburg-Buchegg
2018-11-01;4587;w;n/a;3;2;Aetingen
2018-11-01;4587;m;n/a;4;2;Aetingen
2018-11-01;4600;m;Markus;153;5;Olten
2018-11-01;4612;w;Sandra;33;4;Wangen b. Olten
2018-11-01;4612;m;Peter;53;2;Wangen b. Olten
2018-11-01;4612;m;Markus;45;3;Wangen b. Olten
2018-11-01;4613;w;Sandra;11;1;Rickenbach SO
2018-11-01;4613;w;Maria;7;5;Rickenbach SO
2018-11-01;4613;w;Brigitte;7;5;Rickenbach SO
2018-11-01;4614;m;Peter;66;1;Hägendorf
2018-11-01;4615;m;n/a;2;1;Allerheiligenberg
2018-11-01;4616;w;Claudia;27;2;Kappel SO
2018-11-01;4616;m;Peter;48;1;Kappel SO
2018-11-01;4616;m;Thomas;40;2;Kappel SO
2018-11-01;4616;m;Stefan;30;4;Kappel SO
2018-11-01;4616;m;Martin;30;4;Kappel SO
2018-11-01;4617;w;Sandra;18;1;Gunzgen
2018-11-01;4617;w;Monika;16;2;Gunzgen
2018-11-01;4617;m;Michael;20;3;Gunzgen
2018-11-01;4618;m;Michael;9;3;Boningen
2018-11-01;4618;m;Beat;8;5;Boningen
2018-11-01;4618;m;René;8;5;Boningen
2018-11-01;4618;m;Thomas;8;5;Boningen
2018-11-01;4618;m;Roger;8;5;Boningen
2018-11-01;4622;m;Markus;38;2;Egerkingen
2018-11-01;4623;m;Markus;24;4;Neuendorf
2018-11-01;4624;w;Daniela;13;3;Härkingen
2018-11-01;4624;m;Andreas;20;1;Härkingen
2018-11-01;4625;w;Monika;15;3;Oberbuchsiten
2018-11-01;4626;w;Barbara;9;5;Niederbuchsiten
2018-11-01;4628;w;Elisabeth;18;2;Wolfwil
2018-11-01;4628;m;Urs;29;2;Wolfwil
2018-11-01;4628;m;Heinz;26;4;Wolfwil
2018-11-01;4629;w;Andrea;14;1;Fulenbach
2018-11-01;4629;w;Daniela;13;5;Fulenbach
2018-11-01;4629;m;Stefan;24;1;Fulenbach
2018-11-01;4632;w;Ruth;29;5;Trimbach
2018-11-01;4632;m;Martin;36;5;Trimbach
